FACILITY_ID,FACILITY_NAME,CERTIFICATION_NUMBER,AREA_OFFICE_ABBREV,FACILITY_ADDRESS_1,FACILITY_ADDRESS_2,FACILITY_CITY,FACILITY_ZIP,COUNTY,PHONE,FACILITY_WEBSITE,OPERATOR,OPERATOR_ADDRESS_1,OPERATOR_ADDRESS_2,OPERATOR_CITY,OPERATOR_STATE,OPERATOR_ZIP,MEDICARE_CERTIFIED,MEDICARE_NUMBER,MEDICAID_CERTIFIED,OWNERSHIP,MULTICAMPUS_FACILITY_ID,NOTES,OCCUPANCY_RATE,OCCUPANCY_REPORT_DATE,OCCUPANCY_EXCEPTION_COMMENT,AVERAGE_OCCUPIED_BEDS,INSP_STANDARD_HEALTH,INSP_LSC,INSP_TOTAL,INSP_HARM,INSP_PERCENT_HARM,COMP_RECEIVED,COMP_RECEIVED_PER_100,COMP_SELF_REPORTED,COMP_ONSITE,COMP_CITATIONS,COMP_CITATIONS_PER_100,COMP_DEF_ADMINISTRATION,COMP_DEF_QUALITY_OF_CARE,COMP_DEF_RESIDENT_RIGHTS,COMP_DEF_DIETARY_SERVICES,COMP_DEF_PHYSICAL_ENVIRONMENT,COMP_DEF_OTHER_SERVICES,COMP_DEF_TOTAL,TOTAL_BEDS,EMPLOYEE_FLU_VACCINATION_RATE,VACCINATION_RATE_REPORT_DATE
2544,Campbell Hall Rehabilitation Center Inc,3557302N,6NROC,23 Kiernan Rd                          ,,Campbell Hall            ,10916,Orange,8452948154,http://www.campbellhallrehab.com/,Campbell Hall Rehabilitation Center Inc,23 Kiernan                             ,,Campbell Hall            ,NY,10910,1,335657,1,Proprietary--Business Corporation,,,0.791,12/13/17 0:00,,109.02,41,29,70,1,0.01,112,102.7,0.64,25,3,2.8,1,1,0,0,1,0,3,134,0.52,13-Apr
2550,Groton Community Health Care Center Residential Care Facility,5401305N,3SYR,120 Sykes Street                       ,,Groton                   ,13073,Tompkins,6078985876,,Groton Community Health Care Center Inc,100 Sykes Street                       ,,Groton                   ,NY,13073,1,335658,1,Voluntary--Not for Profit Corporation,,,0.975,12/13/17 0:00,,75.03,51,16,67,7,0.1,64,85.3,0.83,13,1,1.3,0,1,0,0,0,0,1,80,,
2574,Heritage Green Nursing Home,0658301N,1BUFF,"P.O. Box 400, Route 430                ",,Greenhurst               ,14742,Chautauqua,7164835000,http://www.heritage1886.org/new/index.php?option=com_content&view=article&id=38&Itemid=45,"The Gerry Homes, Inc",Heritage Village Route 60              ,,Gerry                    ,NY,14760,1,335721,1,Voluntary--Not for Profit Corporation,,,0.97,12/13/17 0:00,,124.48,19,11,30,0,0,75,60.3,0.87,16,0,0,0,0,0,0,0,0,0,134,0.47,13-Apr
2575,Dumont Center for Rehabilitation and Nursing Care,5904321N,6NROC,676 Pelham Road                        ,,New Rochelle             ,10805,Westchester,9146329600,http://dumontcenter.com/,"Dumont Operating, LLC",676 Pelham Road,,New Rochelle,NY,10805,1,335271,1,Proprietary--LLC,,,0.959,12/13/17 0:00,,184.33,30,35,65,5,0.08,55,29.8,0.53,18,5,2.7,2,1,2,0,0,0,5,196,0.37,13-Apr
2589,Wellsville Manor Care Center,0228305N,1BUFF,4192A Bolivar Road,,Wellsville               ,14895,Allegany,5855934400,http://www.wellsvillemanor.net/,Wellsville Manor LLC,4192a Bolivar Road                     ,,Wellsville               ,NY,14897,1,335661,1,Proprietary--LLC,,,0.892,12/13/17 0:00,,109.83,18,20,38,0,0,48,43.7,0.71,7,3,2.7,0,2,0,0,0,1,3,120,,
2815,Elderwood at Williamsville,1421307N,1BUFF,200 Bassett Road                       ,,Williamsville            ,14221,Erie,7166896681,http://www.elderwood.com/locations/oakwood.php,"200 Bassett Road Operating Company, LLC","200 Bassett Road Operating Company, LLC",31st Floor,New York,NY,10022,1,335326,1,Proprietary--LLC,,,0.95,12/13/17 0:00,,189.32,17,18,35,0,0,43,22.7,0.47,14,0,0,0,0,0,0,0,0,0,200,0.53,13-Apr
2956,"Autumn View Health Care Facility, LLC",1430301N,1BUFF,S 4650 Southwestern Blvd               ,,Hamburg                  ,14075,Erie,7166482450,http://www.mcguiregroup.com/autumn%20view%20page.html,"Autumn View Health Care Facility, LLC","560 Delaware Avenue, Suite 400         ",,Buffalo                  ,NY,14202,1,335662,1,Proprietary--LLC,,,0.909,12/13/17 0:00,,218.68,6,9,15,0,0,50,22.9,0.42,13,0,0,0,0,0,0,0,0,0,230,0.72,13-Apr
2974,"Leroy Village Green Residential Health Care Facility, Inc",1823300N,1BUFF,10 Munson Street                       ,,Leroy                    ,14482,Genesee,5857682561,http://www.leroyvillagegreen.com/,"Leroy Village Green Residential Health Care Facility, Inc",10 Munson Street                       ,,Leroy                    ,NY,14482,1,335635,1,Proprietary--Business Corporation,,,0.95,12/13/17 0:00,,126.1,21,3,24,0,0,43,34.1,0.74,12,0,0,0,0,0,0,0,0,0,140,0.68,13-Apr
3012,Buffalo Center for Rehabilitation and Nursing,1401341N,1BUFF,1014 Delaware Ave                      ,,Buffalo                  ,14209,Erie,7168836782,http://www.delnrc.com/,Delaware Operations Associates LLC,1014 Delaware Avenue,,Buffalo,NY,14209,1,335638,1,Proprietary--LLC,,,0.91,10/25/17 0:00,,177.92,71,48,119,0,0,197,110.7,0.22,60,24,13.5,3,13,4,2,1,1,24,200,0.2,13-Apr
3041,Good Samaritan Nursing Home,5154310N,7LI,101 Elm St                             ,,Sayville                 ,11782,Suffolk,6312442400,http://goodsamaritan.chsli.org/index.php/good-samaritan-nursing-home-,"Catholic Health System of Long Island, Inc.",1 Huntington Quadrangle,,Melville,NY,11747,1,335636,1,Voluntary--Not for Profit Corporation,,,0.97,12/13/17 0:00,,97.45,15,8,23,0,0,7,7.2,0.57,3,0,0,0,0,0,0,0,0,0,100,0.43,13-Apr
3053,Onondaga Center for Rehabilitation and Nursing,3334304N,3SYR,217 East Avenue                        ,,Minoa                    ,13116,Onondaga,3156567277,http://crossingscaring.com/,CLR Minoa LLC,4770 White Plains Rd,,Bronx,NY,10470,1,335548,1,Proprietary--LLC,,,0.938,11/1/17 0:00,,68.49,43,9,52,1,0.02,146,213.2,0.72,26,9,13.1,1,4,4,0,0,0,9,80,0.44,13-Apr
3084,"Safire Rehabilitation of Southtowns, LLC",1401342N,1BUFF,300 Dorrance Avenue                    ,,Buffalo                  ,14220,Erie,7165665252,,"Safire Rehabilitation of Southtowns, LLC",300 Dorrance Avenue,,Buffalo,NY,14220,1,335663,1,Proprietary--LLC,,,0.858,12/13/17 0:00,,110.71,80,25,105,3,0.03,155,140,0.54,41,17,15.4,1,6,9,0,0,1,17,120,0.37,13-Apr
3089,Terence Cardinal Cooke Health Care Center,7002345N,5NYC,1249 Fifth Avenue                      ,,New York                 ,10029,New York,2123603600,http://www.archcare.org/terence-cardinal-cooke.html,Catholic Health Care System,"205 Lexington Avenue, 3rd Floor",,New York,NY,10016,1,335665,1,Voluntary--Not for Profit Corporation,,,0.959,12/13/17 0:00,,545.67,12,21,33,0,0,323,59.2,0.66,40,1,0.2,0,0,1,0,0,0,1,559,0.66,13-Apr
3156,Bezalel Rehabilitation and Nursing Center,7003352N,5NYC,29-38 Far Rockaway Blvd                ,,Far Rockaway             ,11691,Queens,7184712600,,Bezalel Nursing Home Co,29-38 Far Rockaway Boulevard           ,,Far Rockaway             ,NY,11691,1,335666,1,Voluntary--Not for Profit Corporation,,,0.975,12/13/17 0:00,,115.05,16,12,28,0,0,26,22.6,0.54,6,0,0,0,0,0,0,0,0,0,120,0.42,13-Apr
3164,Kirkhaven,2701345N,2ROCH,254 Alexander Street                   ,,Rochester                ,14607,Monroe,5854611991,http://www.seniorsfirst.com/kirkhaven/,Genesee Valley Presbyterian Nursing Center,254 Alexander Street                   ,,Rochester                ,NY,14607,1,335668,1,Voluntary--Not for Profit Corporation,,,1,12/13/17 0:00,,136.79,40,13,53,0,0,125,91.4,0.72,40,12,8.8,0,7,5,0,0,0,12,147,0.56,13-Apr
3170,Valley Health Services Inc,2124301N,3SYR,690 West German Street                 ,,Herkimer                 ,13350,Herkimer,3158663330,http://www.valleyhealthservices.org/,Bassett Healthcare Network,1 Atwell Road,,Cooperstown,NY,13326,1,335672,1,Voluntary--Not for Profit Corporation,,,0.919,12/13/17 0:00,,152.55,29,7,36,0,0,82,53.8,0.8,20,2,1.3,0,0,2,0,0,0,2,160,0.66,13-Apr
3182,Highpointe on Michigan Health Care Facility,1401001N,1BUFF,1031 Michigan Avenue               ,,Buffalo                  ,14203,Erie,7167483101,http://www.highpointeonmichigan.org/,Kaleida Health,100 High Street              ,,Buffalo                  ,NY,14203,1,335834,1,Voluntary--Not for Profit Corporation,,,0.92,12/13/17 0:00,,287.8,59,16,75,4,0.05,183,63.6,0.55,56,18,6.3,1,9,5,0,1,2,18,300,0.25,13-Apr
3227,Four Seasons Nursing and Rehabilitation Center,7001385N,5NYC,1555 Rockaway Parkway                  ,,Brooklyn                 ,11236,Kings,7189276300,http://www.fourseasonsnh.com/,Parkshore Health Care LLC,1555 Rockaway Parkway                  ,,Brooklyn                 ,NY,11236,1,335673,1,Proprietary--LLC,,,0.937,12/13/17 0:00,,259.02,5,9,14,0,0,49,18.9,0.27,8,0,0,0,0,0,0,0,0,0,270,0.36,13-Apr
3230,Nesconset Center for Nursing and Rehabilitation,5157315N,7LI,100 Southern Boulevard                 ,,Nesconset                ,11767,Suffolk,6313618800,http://www.ncnrehab.com/,"Nesconset Acquisition, LLC",100 Southeast Blvd.                    ,,Nesconset                ,NY,11767,1,335674,1,Proprietary--LLC,,,0.946,12/13/17 0:00,,218.8,30,7,37,0,0,58,26.5,0.62,19,0,0,0,0,0,0,0,0,0,240,0.4,13-Apr
3242,James G. Johnston Memorial Nursing Home,0303306N,3SYR,286 Deyo Hill Road                     ,,Johnson City             ,13790,Broome,6077987818,http://www.unitedmethodisthomes.org/facility/james-g-johnston-memorial-nursing-home/,UMH JGJ Corp.,285 Deyo Hill Road                     ,,Johnson City             ,NY,13790,1,335675,1,Voluntary--Not for Profit Corporation,,,0.95,12/13/17 0:00,,116.13,13,6,19,0,0,130,111.9,0.98,7,0,0,0,0,0,0,0,0,0,120,0.4,13-Apr
3243,Elderwood at Liverpool,3331301N,3SYR,4800 Bear Road                         ,,Liverpool                ,13088,Onondaga,3154579946,http://www.elderwood.com/locations/birchwood.php,"4800 Bear Road Operating Company, LLC",641 Lexington Avenue,,New York,NY,10022,1,335678,1,Proprietary--LLC,,,0.863,12/6/17 0:00,,144.2,19,1,20,0,0,50,34.7,0.72,13,2,1.4,0,1,1,0,0,0,2,160,0.72,13-Apr
3256,"Haven Manor Health Care Center,LLC",7003378N,5NYC,1441 Gateway Boulevard                 ,,Far Rockaway             ,11691,Queens,7184711500,,"Haven Manor Health Care Center, LLC",1441 Gateway Blvd                      ,,Queens                   ,NY,11691,1,335676,1,Proprietary--Partnership,,,0.958,12/6/17 0:00,,231.09,9,6,15,0,0,109,47.2,0.69,19,4,1.7,1,1,1,0,0,1,4,240,0.2,13-Apr
3258,Hollis Park Manor Nursing Home,7003381N,5NYC,191-06 Hillside Avenue                 ,,Hollis                   ,11423,Queens,7184791010,,"Hollis Park Manor Nursing Home, Inc",191-06 Hillside Avenue                 ,,Hollis                   ,NY,11423,1,335333,1,Proprietary--Business Corporation,,,0.975,12/13/17 0:00,,77.14,10,8,18,0,0,24,31.1,0.63,5,1,1.3,0,1,0,0,0,0,1,80,0.38,13-Apr
3293,James A Eddy Memorial Geriatric Center,4102309N,4TROY,2256 Burdett Avenue                    ,,Troy                     ,12180,Rensselaer,5182749890,http://www.nehealth.com/Senior_Services/Nursing_Homes/Eddy_Memorial_Geriatric_Center/,St. Peter's Health Partners,315 South Manning Boulevard,,Albany,NY,12208,1,335680,1,Voluntary--Not for Profit Corporation,,,0.963,12/13/17 0:00,,78.29,18,10,28,0,0,23,29.4,0.74,9,1,1.3,0,1,0,0,0,0,1,80,0.71,13-Apr
3295,Elderwood at Hamburg,1430303N,1BUFF,5775 Maelou Drive                      ,,Hamburg                  ,14075,Erie,7166482820,http://www.elderwood.com/locations/lakewood.php,"5775 Maelou Drive Operating Company, LLC",641 Lexington Avenue,31st Floor,New York,NY,10022,1,335679,1,Proprietary--LLC,,,0.819,12/13/17 0:00,,150.62,19,14,33,0,0,31,20.6,0.61,14,1,0.7,0,0,1,0,0,0,1,166,0.44,13-Apr
3307,East Neck Nursing & Rehabilitation Center,5150303N,7LI,134 Great East Neck Road               ,,West Babylon             ,11704,Suffolk,6314224800,http://www.eastneck.com/,"PALJR,LLC D/B/A East Neck Nursing & Rehabilitation Center",134 Great East Neck Road               ,,West Babylon             ,NY,11704,1,335681,1,Proprietary--LLC,,,0.833,12/6/17 0:00,,270.19,13,13,26,3,0.12,110,40.7,0.58,48,4,1.5,2,1,1,0,0,0,4,300,0.25,13-Apr
3370,"Absolut Center for Nursing and Rehabilitation at Westfield, LLC",0675302N,1BUFF,26 Cass Street                         ,,Westfield                ,14787,Chautauqua,7163264646,http://www.absolutcare.com/locations/?id=63,"Absolut Center for Nursing and Rehabilitation at Westfield, LLC",28 Cass Street                         ,,Westfield                ,NY,14744,1,335683,1,Proprietary--LLC,,,0.942,12/13/17 0:00,,105.38,42,14,56,0,0,71,67.4,0.39,26,6,5.7,0,5,1,0,0,0,6,120,0.42,13-Apr
3374,Jewish Home of Rochester,2750304N,2ROCH,2021 Winton Road S                     ,,Rochester                ,14618,Monroe,5854277760,http://www.jewishseniorlife.org/our-campus/skilled-nursing/,Jewish Home of Rochester,2021 Winton Road S                     ,,Brighton                 ,NY,14618,1,335105,1,Voluntary--Not for Profit Corporation,,,0.884,12/13/17 0:00,,339.64,22,16,38,0,0,183,53.9,0.86,29,4,1.2,0,3,1,0,0,0,4,362,0.52,13-Apr
3392,Unity Living Center,2701358N,2ROCH,89 Genesee St                          ,,Rochester                ,14611,Monroe,5853683881,http://www.unityhealth.org/senior_services/skilled_nursing/seniors_nursing_unity.aspx,Rochester Regional Health,89 Genesee Street,,Rochester,NY,14611,1,335620,1,Voluntary--Not for Profit Corporation,,,0.933,12/6/17 0:00,,115.76,38,9,47,0,0,174,150.3,0.86,51,15,13,0,12,3,0,0,0,15,120,0.29,13-Apr
3401,Beach Gardens Rehab and Nursing Center,7003412N,5NYC,17-11 Brookhaven Avenue                ,,Far Rockaway             ,11691,Queens,7188698000,http://www.ehs.org/Bishop-Charles-Waldo-MacLean-Episcopal-Nursing-H.aspx,Hendon Garden Center LLC,17-11 Brookhaven Avenue,,Far Rockaway,NY,11691,1,335682,1,Proprietary--LLC,,,0.883,12/13/17 0:00,,149.23,19,11,30,1,0.03,84,56.3,0.57,12,1,0.7,0,0,1,0,0,0,1,163,0.44,13-Apr
3407,Sapphire Nursing and Rehab at Goshen,3523304N,6NROC,46 Harriman Drive                      ,,Goshen                   ,10924,Orange,8453601207,http://elant.org/?page_id=132,"Goshen Operations, LLC",46 Harriman Drive,,Goshen,NY,10924,1,335684,1,Proprietary--LLC,,,0.95,12/13/17 0:00,,114.22,6,13,19,0,0,52,45.5,0.62,13,0,0,0,0,0,0,0,0,0,120,0.63,13-Apr
3421,Long Island State Veterans Home,5151310N,7LI,SUNY At Stonybrook 100 Patriots Road  ,,Stonybrook               ,11790,Suffolk,6314448606,http://www.listateveteranshome.org/,Health Sciences Center,101 Nicolls Road              ,,Stony Brook              ,NY,11794,1,335758,1,Public--State,,,1,12/13/17 0:00,,348.96,11,4,15,1,0.07,66,18.9,0.73,19,2,0.6,1,1,0,0,0,0,2,350,0.53,13-Apr
3422,St Catherine of Siena Nursing and Rehabilitation Care Center,5157312N,7LI,52 Route 25A,,Smithtown                ,11787,Suffolk,6318623900,http://www.stcatherinenursingandrehab.org/,St Catherine Siena Med Ctr,1 Huntington Quadrangle                ,,Melville                 ,NY,11747,1,335821,1,Voluntary--Not for Profit Corporation,,,0.892,12/13/17 0:00,,210.53,11,7,18,0,0,45,21.4,0.62,13,0,0,0,0,0,0,0,0,0,240,0.38,13-Apr
3423,Bellhaven Center for Rehabilitation and Nursing Care,5151321N,7LI,110 Beaver Dam Road                    ,,Brookhaven               ,11719,Suffolk,6312868100,http://bellhavencenter.com/,"Bellhaven Management, LLC",1035 East 27th Street,,Brooklyn,NY,11210,1,335755,1,Proprietary--LLC,,,0.958,12/13/17 0:00,,223.81,22,3,25,0,0,62,27.7,0.65,21,3,1.3,0,2,1,0,0,0,3,240,0.73,13-Apr
3433,Smithtown Center for Rehabilitation & Nursing Care,5157314N,7LI,391 North Country Road                 ,,Smithtown                ,11787,Suffolk,6313612020,http://www.smithtowncenter.com/,"Smithtown Health Care Management, LLC",391 North Country Road                 ,,Smithtown                ,NY,11787,1,335756,1,Proprietary--LLC,,,0.957,12/13/17 0:00,,150,9,3,12,0,0,38,25.3,0.61,17,0,0,0,0,0,0,0,0,0,162,0.28,13-Apr
3455,"Harris Hill Nursing Facility, LLC",1406301N,1BUFF,2699 Wehrle Drive                      ,,Williamsville            ,14221,Erie,7166323700,http://www.mcguiregroup.com/harris%20hill%20page.html,"Harris Hill Nursing Facility, LLC","560 Delaware Avenue, Suite 400         ",,Buffalo                  ,NY,14202,1,335757,1,Proprietary--LLC,,,0.99,12/13/17 0:00,,185.59,8,17,25,0,0,98,52.8,0.73,29,1,0.5,0,1,0,0,0,0,1,192,0.5,13-Apr
3630,Field Home-Holy Comforter,5901302N,6NROC,2300 Catherine Street                  ,,Cortlandt Manor          ,10567,Westchester,9147392244,http://www.fieldhome.com/,Field Home-Holy Comforter,2300 Catherine Street        ,,Cortlandt Manor               ,NY,10567,1,335078,1,Voluntary--Not for Profit Corporation,,,0.984,12/13/17 0:00,,136.52,2,8,10,0,0,46,33.7,0.65,15,0,0,0,0,0,0,0,0,0,125,0.89,13-Apr
3765,Salem Hills Rehabilitation and Nursing Center,5960304N,6NROC,"539 Route 22, P.O. Box 360             ",,Purdys                   ,10578,Westchester,9142773691,http://waterviewhills.com/,"Salem Acquisition I, LLC","539 Route 22, P.O. Box 360             ",,Purdys                   ,NY,10578,1,335687,1,Proprietary--LLC,,,0.984,12/13/17 0:00,,120.7,9,5,14,0,0,20,16.6,0.55,9,0,0,0,0,0,0,0,0,0,126,0.42,13-Apr
3826,Peconic Bay Skilled Nursing Facility,5155000N,7LI,1300 Roanoke Avenue                    ,,Riverhead                ,11901,Suffolk,6315486260,http://www.pbmchealth.org/medical-centers-and-services/skilled-nursing/,"Northwell Healthcare, Inc.",2000 Marcus Ave.,,New Hyde Park,NY,11042,1,335688,1,Voluntary--Not for Profit Corporation,,,0.95,12/6/17 0:00,,52.34,7,2,9,0,0,16,30.6,0.69,10,0,0,0,0,0,0,0,0,0,60,0.56,13-Apr
3872,White Oaks Rehabilitation and Nursing Center,2952306N,7LI,8565 Jericho Turnpike                  ,,Woodbury                 ,11797,Nassau,5163673400,http://whiteoaksnursinghome.com/,Jeffrey H White & Eleanor White,8565 Jericho Turnpike                  ,,Woodbury                 ,NY,11797,1,335690,1,Proprietary--Partnership,,,0.94,11/29/17 0:00,,188.72,25,12,37,0,0,19,10.1,0.47,8,0,0,0,0,0,0,0,0,0,200,0.35,13-Apr
3902,Elderwood at Hornell,5034300N,2ROCH,One Bethesda Drive                     ,,N Hornell                ,14843,Steuben,6073246900,http://www.stjamesmercy.org/mcauley-manor.shtml,"1 Bethesda Drive Operating Company, LLC",7 Limestone Drive,,Williamsville,NY,14221,1,335691,1,Proprietary--LLC,,,0.875,12/13/17 0:00,,107.46,34,7,41,0,0,57,53,0.77,23,5,4.7,0,3,2,0,0,0,5,112,0.96,13-Apr
3909,"Absolut Center for Nursing and Rehabilitation at Dunkirk, LLC",0601303N,1BUFF,447-449 Lake Shore Drive West          ,,Dunkirk                  ,14048,Chautauqua,7163666710,http://www.absolutcare.com/locations/?id=56,"Absolut Center for Nursing and Rehabilitation at Dunkirk, LLC",447-449 Lake Shore Drive West          ,,Dunkirk                  ,NY,14048,1,335595,1,Proprietary--LLC,,,0.925,12/13/17 0:00,,33.37,32,5,37,7,0.19,16,47.9,0.38,6,9,27,2,2,5,0,0,0,9,40,0.59,13-Apr
3910,"Absolut Center for Nursing and Rehabilitation at Eden, LLC",1461302N,1BUFF,2806 George Street                     ,,Eden                     ,14057,Erie,7169923987,http://www.absolutcare.com/locations/?id=57,"Absolut Center for Nursing and Rehabilitation at Eden, LLC",2806 George Street                     ,,Eden                     ,NY,14057,1,335607,1,Proprietary--LLC,,,0.975,12/13/17 0:00,,37.7,24,9,33,0,0,13,34.5,0.54,3,0,0,0,0,0,0,0,0,0,40,0.4,13-Apr
3914,St. Josephs Place,3535001N,6NROC,160 East Main Street                   ,,Port Jervis              ,12771,Orange,8458565351,http://bschs.bonsecours.com/our-services-long-term-care-st-josephs-place.html,Bon Secours Community Hospital,160 East Main Street                   ,,Port Jervis              ,NY,12771,1,335692,1,Voluntary--Not for Profit Corporation,,,0.935,12/13/17 0:00,,42.33,5,6,11,0,0,21,49.6,0.76,8,0,0,0,0,0,0,0,0,0,46,0.53,13-Apr
3920,Rosewood Rehabilitation and Nursing Center,4101300N,4TROY,284 Troy Road                          ,,Rensselaer               ,12144,Rensselaer,5182861621,http://www.rosewoodrehabilitation.com/,"Rosewood Care, LLC",284 Troy Road,,Rensselaer,NY,12144,1,335693,1,Proprietary--LLC,,,0.863,12/6/17 0:00,,74.66,50,16,66,3,0.05,92,123.2,0.51,43,23,30.8,3,11,7,1,0,1,23,80,0.36,13-Apr
3928,"Brookhaven Health Care Facility, LLC",5123304N,7LI,801 Gazzola Blvd                       ,,Patchogue                ,11772,Suffolk,6314478800,http://www.mcguiregroup.com/brookhaven%20page.html,Brookhaven Health Care Facility LLC,"560 Delaware Avenue, Suite 400         ",,Buffalo                  ,NY,14202,1,335694,1,Proprietary--LLC,,,0.963,12/13/17 0:00,,155,11,1,12,0,0,20,12.9,0.5,11,0,0,0,0,0,0,0,0,0,160,0.41,13-Apr
3948,"New Surfside Nursing Home, LLC",7003373N,5NYC,22-41 New Haven Avenue                 ,,Far Rockaway             ,11691,Queens,7184713400,,"New Surfside Nursing Home, LLC",22-41 New Haven Avenue                 ,,Far Rockaway             ,NY,11691,1,335165,1,Proprietary--LLC,,,0.891,12/13/17 0:00,,174.82,17,11,28,0,0,31,17.7,0.42,5,0,0,0,0,0,0,0,0,0,183,0.2,13-Apr
3984,Elizabeth Seton Pediatric Center,7002346N,6NROC,300 Corporate Boulevard South,,Yonkers,10701,Westchester,9142946300,http://www.setonpediatric.org/elizabeth-seton-pediatric-center,Elizabeth Seton Pediatric Center,300 Corporrate Boulevard South        ,,Yonkers                ,NY,10701,1,33A246,1,Voluntary--Not for Profit Corporation,,,0.994,12/13/17 0:00,,138.2,2,3,5,0,0,48,34.7,0.9,16,0,0,0,0,0,0,0,0,0,169,0.76,13-Apr
3989,Gurwin Jewish Nursing and Rehabilitation Center,5153307N,7LI,68 Hauppauge Road                      ,,Commack                  ,11725,Suffolk,6314996500,http://www.gurwin.org/,Rosalind & Joseph Gurwin Jewish Geriatric Ctr of Long Island Inc,68 Hauppauge Road                      ,,Commack                  ,NY,11725,1,335696,1,Voluntary--Not for Profit Corporation,,,0.983,11/29/17 0:00,,444.94,27,11,38,1,0.03,129,29,0.62,50,7,1.6,0,4,3,0,0,0,7,460,0.56,13-Apr
3993,Manhattanville Health Care Center,7000387N,5NYC,311 W 231st Street                     ,,Bronx                    ,10463,Bronx,7186018400,,"Manhattanville SBV, LLC",311 W. 231st Street                    ,,Bronx                    ,NY,10463,1,335695,1,Proprietary--LLC,,,0.955,12/6/17 0:00,,196.13,8,17,25,0,0,70,35.7,0.63,15,0,0,0,0,0,0,0,0,0,200,0.41,13-Apr
4000,Eddy Village Green,0102001N,4TROY,421 W Columbia Street                  ,,Cohoes                   ,12047,Albany,5182375630,http://www.nehealth.com/Senior_Services/Nursing_Homes/Eddy_Village_Green_at_Beverwyck/,St. Peter's Health Partners,315 South Manning Boulevard,,Albany,NY,12208,1,335697,1,Voluntary--Not for Profit Corporation,,,0.974,12/13/17 0:00,,187.59,14,0,14,1,0.07,33,17.6,0.91,12,4,2.1,0,2,2,0,0,0,4,192,0.71,13-Apr
4037,Bushwick Center for Rehabilitation and Health Care,7001364N,5NYC,50 Sheffield Avenue                    ,,Brooklyn                 ,11207,Kings,7183452273,http://bushwickcenter.net/,"Wartburg Receiver, LLC",50 Sheffield Avenue                    ,,Brooklyn                 ,NY,11207,1,335703,1,(unknown)--(unknown),,,0.991,12/13/17 0:00,,219.33,15,20,35,0,0,89,40.6,0.49,13,2,0.9,0,1,1,0,0,0,2,225,0.26,13-Apr
4066,North Shore-LIJ Orzac Center for Rehabilitation,2910300N,7LI,900 Franklin Avenue                    ,,Valley Stream            ,11580,Nassau,5162566700,http://www.northshorelij.com/hospitals/location/orzac-center-for-extended-care-and-rehabilitation,"Northwell Healthcare, Inc.",2000 Marcus Ave.,,New Hyde Park,NY,11042,1,335700,1,Voluntary--Not for Profit Corporation,,,0.992,12/13/17 0:00,,113.91,7,8,15,0,0,35,30.7,0.43,15,1,0.9,0,1,0,0,0,0,1,120,0.66,13-Apr
4089,Northwell Health Stern Family Center for Rehabilitation,2951305N,7LI,330 Community Drive                    ,,Manhasset                ,11030,Nassau,5165628000,http://www.northshorelij.com/hospitals/location/stern-family-center-for-rehabilitation,Northwell Health Stern Family Center for Rehabilitation,300 Community Drive                    ,,Manhasset                ,NY,11030,1,335702,1,Voluntary--Not for Profit Corporation,,,0.98,12/13/17 0:00,,236.13,3,6,9,0,0,35,14.8,0.2,19,0,0,0,0,0,0,0,0,0,256,0.73,13-Apr
4092,Pathways Nursing and Rehabilitation Center,4652302N,4TROY,1805 Providence Avenue                 ,,Niskayuna                ,12309,Schenectady,5183742212,http://www.pathways-rehab.com/,"Niskayuna Operating Company, LLC",20 Franklin Place,,Woodmere,NY,11598,1,335701,1,Proprietary--LLC,,,0.955,12/13/17 0:00,,107.89,14,7,21,0,0,39,36.1,0.13,28,2,1.9,0,0,2,0,0,0,2,110,0.5,13-Apr
4107,St Johnsville Rehabilitation and Nursing Center,2828300N,4TROY,7 Timmerman Avenue                     ,,St Johnsville            ,13452,Montgomery,5185685037,http://www.stjrnc.com/,"St. Johnsville Rehabilitation and Nursing Center, Inc",7 Timmerman Avenue                     ,,St Johnsville            ,NY,13452,1,335704,1,Proprietary--Business Corporation,,,1,11/29/17 0:00,,115.15,20,5,25,0,0,190,165,0.86,24,5,4.3,0,3,2,0,0,0,5,120,0.64,13-Apr
4148,Ellis Residential & Rehabilitation Center,4601001N,4TROY,600 McClellan Street  ,,Schenectady              ,12304,Schenectady,5182434100,http://www.ellismedicine.org/nursing-home/,Ellis Hospital Inc,Route 146                              ,,Schenectady              ,NY,12308,1,335705,1,Voluntary--Not for Profit Corporation,,,0.963,12/13/17 0:00,,78.3,27,9,36,4,0.11,32,40.9,0.78,15,5,6.4,1,2,2,0,0,0,5,82,0.68,13-Apr
4156,Ira Davenport Memorial Hospital SNF/HRF,5022301N,2ROCH,7571 State Route 54                    ,,Bath                     ,14810,Steuben,6077768500,http://www.arnothealth.org/ira-davenport-memorial-hospital,Arnot Ogden Medical Center,600 Roe Avenue                         ,,Elmira                   ,NY,14901,1,335706,1,Voluntary--Not for Profit Corporation,,,0.933,12/6/17 0:00,,111.52,32,10,42,0,0,61,54.7,0.8,21,4,3.6,0,2,2,0,0,0,4,120,0.58,13-Apr
