FACILITY_ID,SURVEY_DATE,DEFICIENCY_CATEGORY,STIP_NUMBER,STIP_DATE,FINE_ASSESSED,STIP_PDF_NAME,facility_name_BN
96,3/2/07 0:00,Multiple Deficiencies,NH-07-061,8/1/07 0:00,2000,pfi0096nh_07_061.pdf,Northwoods Rehabilitation and Nursing Center at Moravia
96,2/6/15 0:00,Administration,NH-16-066,1/13/16 0:00,2000,pfi0096nh_16_066.pdf,Northwoods Rehabilitation and Nursing Center at Moravia
96,1/4/02 0:00,Multiple Deficiencies,NH-03-043,10/8/03 0:00,6000,pfi0096nh_03_043.pdf,Northwoods Rehabilitation and Nursing Center at Moravia
1374,,Quality of Care,NH-07-021,3/19/07 0:00,2500,pfi1374nh_07_021.pdf,Norwegian Christian Home and Health Center
1374,8/6/08 0:00,Quality of Care,NH-09-049,10/14/09 0:00,2000,pfi1374nh_09_049.pdf,Norwegian Christian Home and Health Center
4522,,Multiple Deficiencies,NH-10-013,3/18/10 0:00,4000,pfi4522nh_10_013.pdf,Norwich Rehabilitation & Nursing Center
4522,9/12/17 0:00,Multiple Deficiencies,NH-17-055,11/6/17 0:00,10000,pfi4522nh_17_055.pdf,Norwich Rehabilitation & Nursing Center
4522,2/27/03 0:00,Quality of Care,NH-04-067,9/23/04 0:00,3000,pfi4522nh_04_067.pdf,Norwich Rehabilitation & Nursing Center
4815,10/22/13 0:00,Quality of Care,NH-16-096,1/13/16 0:00,2000,pfi4815nh_16_096.pdf,NYS Veterans Home In NYC
4815,9/25/07 0:00,Quality of Care,NH-08-037,6/20/08 0:00,2000,pfi4815nh_08_037.pdf,NYS Veterans Home In NYC
4815,6/29/09 0:00,Multiple Deficiencies,NH-10-033,9/13/10 0:00,6000,pfi4815nh_10_033.pdf,NYS Veterans Home In NYC
4815,2/14/14 0:00,Quality of Care,NH-15-026,9/15/15 0:00,10000,pfi4815nh_15_026.pdf,NYS Veterans Home In NYC
982,5/10/02 0:00,Quality of Care,NH-02-097,11/1/02 0:00,2000,pfi0982nh_02_097.pdf,Oak Hill Manor Nursing Home
910,7/28/03 0:00,Quality of Care,NH-04-068,9/23/04 0:00,2000,pfi0910nh_04_068.pdf,"Oasis Rehabilitation and Nursing, LLC"
537,5/3/07 0:00,Quality of Care,NH-07-093,11/19/07 0:00,1000,pfi0537nh_07_093.pdf,Oceanside Care Center Inc
537,1/29/10 0:00,Multiple Deficiencies,NH-11-049,8/25/11 0:00,6000,pfi0537nh_11_049.pdf,Oceanside Care Center Inc
1688,,Quality of Care,NH-07-050,6/12/07 0:00,2000,pfi1688nh_07_050.pdf,"Oceanview Nursing & Rehabilitation Center, LLC"
1688,3/20/08 0:00,Other Services,NH-08-060,9/29/08 0:00,2000,pfi1688nh_08_060.pdf,"Oceanview Nursing & Rehabilitation Center, LLC"
1688,11/26/08 0:00,Quality of Care,NH-09-050,12/4/09 0:00,2000,pfi1688nh_09_050.pdf,"Oceanview Nursing & Rehabilitation Center, LLC"
398,7/2/07 0:00,Quality of Care,NH-08-006,1/8/08 0:00,4000,pfi0398nh_08_006.pdf,Oneida Healthcare
398,7/8/08 0:00,Quality of Care,NH-09-034,8/13/09 0:00,2000,pfi0398nh_09_034.pdf,Oneida Healthcare
398,4/2/10 0:00,Multiple Deficiencies,NH-11-058,9/26/11 0:00,8000,pfi0398nh_11_058.pdf,Oneida Healthcare
398,10/7/16 0:00,Quality of Care,NH-17-019,1/31/17 0:00,10000,pfi0398nh_17_019.pdf,Oneida Healthcare
3053,3/15/06 0:00,Quality of Care,NH-07-037,4/16/07 0:00,3000,pfi3053nh_07_037.pdf,Onondaga Center for Rehabilitation and Nursing
3053,10/25/07 0:00,Multiple Deficiencies,NH-08-063,10/7/08 0:00,8000,pfi3053nh_08_063.pdf,Onondaga Center for Rehabilitation and Nursing
683,6/12/15 0:00,Multiple Deficiencies,NH-16-093,1/13/16 0:00,12000,pfi0683nh_16_093.pdf,Ontario Center for Rehabilitation and Healthcare
683,6/1/09 0:00,Quality of Care,NH-11-002,9/23/10 0:00,10000,pfi0683nh_11_002.pdf,Ontario Center for Rehabilitation and Healthcare
721,4/19/15 0:00,Multiple Deficiencies,NH-16-052,1/21/16 0:00,18000,pfi0721nh_16_052.pdf,Orchard Manor Rehabilitation and Nursing Center
721,4/25/16 0:00,Quality of Care,NH-16-180,7/6/16 0:00,10000,pfi0721nh_16_180.pdf,Orchard Manor Rehabilitation and Nursing Center
721,3/15/01 0:00,Quality of Care,NH-02-067,9/11/02 0:00,2000,pfi0721nh_02_067.pdf,Orchard Manor Rehabilitation and Nursing Center
721,6/12/02 0:00,Quality of Care,NH-03-031,6/30/03 0:00,4000,pfi0721nh_03_031.pdf,Orchard Manor Rehabilitation and Nursing Center
721,3/29/02 0:00,Quality of Care,NH-03-032,6/30/03 0:00,2000,pfi0721nh_03_032.pdf,Orchard Manor Rehabilitation and Nursing Center
721,3/5/03 0:00,Quality of Care,NH-04-063,9/15/04 0:00,1000,pfi0721nh_04_063.pdf,Orchard Manor Rehabilitation and Nursing Center
935,1/25/08 0:00,Quality of Care,NH-08-055,9/5/08 0:00,2000,pfi0935nh_08_055.pdf,Our Lady of Consolation Nursing and Rehabilitative Care Center
935,,Quality of Care,NH-04-061,8/23/04 0:00,2000,pfi0935nh_04_061.pdf,Our Lady of Consolation Nursing and Rehabilitative Care Center
935,2/10/04 0:00,Quality of Care,NH-04-088,11/3/04 0:00,1000,pfi0935nh_04_088.pdf,Our Lady of Consolation Nursing and Rehabilitative Care Center
935,8/19/04 0:00,Quality of Care,NH-05-015,4/26/05 0:00,1000,pfi0935nh_05_015.pdf,Our Lady of Consolation Nursing and Rehabilitative Care Center
4755,6/1/09 0:00,Quality of Care,NH-10-027,8/16/10 0:00,2000,pfi4755nh_10_027.pdf,Our Lady of Mercy Life Center
6528,1/19/12 0:00,Quality of Care,NH-16-091,1/13/16 0:00,12000,pfi6528nh_16_091.pdf,Our Lady of Peace Nursing Care Residence
1689,5/14/08 0:00,Quality of Care,NH-09-026,6/8/09 0:00,6000,pfi1689nh_09_026.pdf,Park Nursing Home
474,5/21/07 0:00,Quality of Care,NH-07-081,10/27/07 0:00,1000,pfi0474nh_07_081.pdf,Park Ridge Nursing Home
474,11/25/08 0:00,Quality of Care,NH-10-006,1/27/10 0:00,1000,pfi0474nh_10_006.pdf,Park Ridge Nursing Home
474,2/5/10 0:00,Quality of Care,NH-11-012,3/1/11 0:00,2000,pfi0474nh_11_012.pdf,Park Ridge Nursing Home
474,10/4/02 0:00,Quality of Care,NH-04-002,1/15/04 0:00,1000,pfi0474nh_04_002.pdf,Park Ridge Nursing Home
474,11/16/01 0:00,Quality of Care,NH-02-052,7/25/02 0:00,2000,pfi0474nh_02_052.pdf,Park Ridge Nursing Home
1698,12/23/16 0:00,Quality of Care,NH-17-034,5/8/17 0:00,2000,pfi1698nh_17_034.pdf,Park Terrace Care Center
1671,10/16/09 0:00,Multiple Deficiencies,NH-10-058,11/9/10 0:00,4000,pfi1671nh_10_058.pdf,Parker Jewish Institute for Health Care & Rehab
1671,7/13/11 0:00,Multiple Deficiencies,NH-13-010,1/13/13 0:00,12000,pfi1671nh_13_010.pdf,Parker Jewish Institute for Health Care & Rehab
557,3/1/07 0:00,Quality of Care,NH-07-059,7/24/07 0:00,3000,pfi0557nh_07_059.pdf,"Parkview Care and Rehabilitation Center, Inc."
557,2/28/01 0:00,Other Services,NH-07-078,10/23/07 0:00,2000,pfi0557nh_07_078.pdf,"Parkview Care and Rehabilitation Center, Inc."
557,4/4/14 0:00,Multiple Deficiencies,NH-16-073,1/21/16 0:00,12000,pfi0557nh_16_073.pdf,"Parkview Care and Rehabilitation Center, Inc."
557,,Quality of Care,NH-17-032,4/25/17 0:00,4000,pfi0557nh_17_032.pdf,"Parkview Care and Rehabilitation Center, Inc."
557,,Quality of Care,NH-05-062,11/28/05 0:00,3000,pfi0557nh_05_062.pdf,"Parkview Care and Rehabilitation Center, Inc."
4092,7/1/09 0:00,Multiple Deficiencies,NH-10-047,10/27/10 0:00,8000,pfi4092nh_10_047.pdf,Pathways Nursing and Rehabilitation Center
3826,6/28/04 0:00,Quality of Care,NH-04-101,12/8/04 0:00,2000,pfi3826nh_04_101.pdf,Peconic Bay Skilled Nursing Facility
1245,8/10/01 0:00,Quality of Care,NH-05-037,8/1/05 0:00,1000,pfi1245nh_05_037.pdf,Pelham Parkway Nursing Care and Rehabilitation Facility LLC
1245,3/2/04 0:00,Resident Rights,NH-05-040,8/17/05 0:00,2000,pfi1245nh_05_040.pdf,Pelham Parkway Nursing Care and Rehabilitation Facility LLC
1672,12/28/05 0:00,Quality of Care,NH-07-022,3/19/07 0:00,2000,pfi1672nh_07_022.pdf,Peninsula Nursing and Rehabilitation Center
152,1/2/02 0:00,Quality of Care,NH-07-010,2/13/07 0:00,1000,pfi0152nh_07_010.pdf,Pine Haven Home
152,1/7/13 0:00,Multiple Deficiencies,NH-15-029,9/15/15 0:00,4000,pfi0152nh_15_029.pdf,Pine Haven Home
152,8/1/13 0:00,Multiple Deficiencies,NH-16-057,1/13/16 0:00,10000,pfi0152nh_16_057.pdf,Pine Haven Home
152,4/27/12 0:00,Quality of Care,NH-16-056,1/13/16 0:00,2000,pfi0152nh_16_056.pdf,Pine Haven Home
139,9/18/06 0:00,Quality of Care,NH-07-026,2/16/07 0:00,6000,pfi0139nh_07_026.pdf,Plattsburgh Rehabilitation and Nursing Center
139,6/6/07 0:00,Multiple Deficiencies,NH-08-028,5/27/08 0:00,8000,pfi0139nh_08_028.pdf,Plattsburgh Rehabilitation and Nursing Center
139,10/25/07 0:00,Quality of Care,NH-09-006,3/8/09 0:00,2000,pfi0139nh_09_006.pdf,Plattsburgh Rehabilitation and Nursing Center
139,2/29/16 0:00,Quality of Care,NH-17-014,1/31/17 0:00,10000,pfi0139nh_17_014.pdf,Plattsburgh Rehabilitation and Nursing Center
139,,Quality of Care,NH-02-005,1/15/02 0:00,8000,pfi0139nh_02_005.pdf,Plattsburgh Rehabilitation and Nursing Center
139,1/17/02 0:00,Quality of Care,NH-02-045,7/16/02 0:00,2000,pfi0139nh_02_045.pdf,Plattsburgh Rehabilitation and Nursing Center
732,2/12/13 0:00,Multiple Deficiencies,NH-16-159,5/4/16 0:00,12000,pfi0732nh_16_159.pdf,Pontiac Nursing Home
344,8/17/17 0:00,Multiple Deficiencies,NH-17-058,11/14/17 0:00,10000,pfi0344nh_17_058.pdf,Premier Genesee Center for Nursing and Rehabilitation
621,10/9/08 0:00,Quality of Care,NH-10-003,1/27/10 0:00,10000,pfi0621nh_10_003.pdf,Presbyterian Home for Central New York Inc
621,3/13/17 0:00,Quality of Care,NH-17-048,8/16/17 0:00,2000,pfi0621nh_17_048.pdf,Presbyterian Home for Central New York Inc
621,2/17/05 0:00,Quality of Care,NH-05-059,11/16/05 0:00,1000,pfi0621nh_05_059.pdf,Presbyterian Home for Central New York Inc
1690,3/17/14 0:00,Multiple Deficiencies,NH-16-188,8/18/16 0:00,8000,pfi1690nh_16_188.pdf,Promenade Rehabilitation and Health Care Center
1216,,Quality of Care,NH-07-020,3/19/07 0:00,3000,pfi1216nh_07_020.pdf,"Providence Rest, Inc."
754,11/9/09 0:00,Multiple Deficiencies,NH-12-046,12/5/12 0:00,16000,pfi0754nh_12_046.pdf,Putnam Nursing & Rehabilitation Center
6171,5/1/01 0:00,Multiple Deficiencies,NH-02-036,6/3/02 0:00,32000,pfi6171nh_02_036.pdf,Putnam Ridge
6171,3/12/03 0:00,Quality of Care,NH-04-019,3/25/04 0:00,1000,pfi6171nh_04_019.pdf,Putnam Ridge
912,8/25/06 0:00,Quality of Care,NH-07-053,8/1/07 0:00,4000,pfi0912nh_07_053.pdf,Quantum Rehabilitation and Nursing LLC
912,1/25/08 0:00,Quality of Care,NH-08-069,11/19/08 0:00,2000,pfi0912nh_08_069.pdf,Quantum Rehabilitation and Nursing LLC
912,8/19/14 0:00,Multiple Deficiencies,NH-16-174,6/25/16 0:00,8000,pfi0912nh_16_174.pdf,Quantum Rehabilitation and Nursing LLC
1702,3/19/10 0:00,Multiple Deficiencies,NH-11-061,11/2/11 0:00,20000,pfi1702nh_11_061.pdf,Queens Nassau Rehabilitation and Nursing Center
1223,12/15/05 0:00,Quality of Care,NH-07-018,3/19/07 0:00,6000,pfi1223nh_07_018.pdf,Rebekah Rehab and Extended Care Center
7875,4/2/09 0:00,Multiple Deficiencies,NH-10-057,10/13/10 0:00,14000,pfi7875nh_10_057.pdf,Regal Heights Rehabilitation and Health Care Center
7875,10/26/12 0:00,Quality of Care,NH-16-131,4/6/16 0:00,2000,pfi7875nh_16_131.pdf,Regal Heights Rehabilitation and Health Care Center
1103,11/17/05 0:00,Quality of Care,NH-07-038,4/18/07 0:00,2000,pfi1103nh_07_038.pdf,Regency Extended Care Center
1693,5/9/06 0:00,Quality of Care,NH-07-012,2/16/07 0:00,1000,pfi1693nh_07_012.pdf,Rego Park Nursing Home
1694,12/15/08 0:00,Quality of Care,NH-10-007,1/26/10 0:00,2000,pfi1694nh_10_007.pdf,Resort Nursing Home
4823,10/24/13 0:00,Quality of Care,NH-16-041,1/25/16 0:00,2000,pfi4823nh_16_041.pdf,Richmond Center for Rehabilitation and Specialty Healthcare
4823,3/21/14 0:00,Quality of Care,NH-16-118,3/9/16 0:00,10000,pfi4823nh_16_118.pdf,Richmond Center for Rehabilitation and Specialty Healthcare
4823,4/27/12 0:00,Multiple Deficiencies,NH-16-201,9/30/16 0:00,18000,pfi4823nh_16_201.pdf,Richmond Center for Rehabilitation and Specialty Healthcare
4823,6/9/17 0:00,Multiple Deficiencies,NH-17-051,9/11/17 0:00,12000,pfi4823nh_17_051.pdf,Richmond Center for Rehabilitation and Specialty Healthcare
485,4/11/11 0:00,Multiple Deficiencies,NH-12-031,5/30/12 0:00,4000,pfi0485nh_12_031.pdf,River Ridge Living Center
485,8/17/01 0:00,Resident Rights,NH-02-069,9/11/02 0:00,2000,pfi0485nh_02_069.pdf,River Ridge Living Center
802,11/16/12 0:00,Quality of Care,NH-16-126,4/6/16 0:00,12000,pfi0802nh_16_126.pdf,RiverLedge Health Care and Rehabilitation Center
802,2/26/01 0:00,Multiple Deficiencies,NH-02-044,6/25/02 0:00,6000,pfi0802nh_02_044.pdf,RiverLedge Health Care and Rehabilitation Center
802,4/19/02 0:00,Quality of Care,NH-02-087,10/23/02 0:00,1000,pfi0802nh_02_087.pdf,RiverLedge Health Care and Rehabilitation Center
767,8/13/01 0:00,Resident Rights,NH-02-053,7/25/02 0:00,1000,pfi0767nh_02_053.pdf,Riverside Center for Rehabilitation and Nursing
767,10/22/02 0:00,Quality of Care,NH-04-046,6/28/04 0:00,6000,pfi0767nh_04_046.pdf,Riverside Center for Rehabilitation and Nursing
976,4/12/06 0:00,Quality of Care,NH-07-036,4/16/07 0:00,1000,pfi0976nh_07_036.pdf,Riverview Manor Health Care Center
976,11/16/07 0:00,Quality of Care,NH-08-042,6/21/08 0:00,2000,pfi0976nh_08_042.pdf,Riverview Manor Health Care Center
976,4/4/01 0:00,Quality of Care,NH-02-014,2/14/02 0:00,8000,pfi0976nh_02_014.pdf,Riverview Manor Health Care Center
976,,Multiple Deficiencies,NH-04-094,11/12/04 0:00,6000,pfi0976nh_04_094.pdf,Riverview Manor Health Care Center
976,12/1/04 0:00,Quality of Care,NH-05-060,11/21/05 0:00,1000,pfi0976nh_05_060.pdf,Riverview Manor Health Care Center
169,2/24/12 0:00,Multiple Deficiencies,NH-16-059,1/21/16 0:00,6000,pfi0169nh_16_059.pdf,Robinson Terrace
169,11/13/12 0:00,Multiple Deficiencies,NH-16-124,4/4/16 0:00,14000,pfi0169nh_16_124.pdf,Robinson Terrace
169,1/15/16 0:00,Multiple Deficiencies,NH-16-164,5/31/16 0:00,6000,pfi0169nh_16_164.pdf,Robinson Terrace
169,3/29/02 0:00,Multiple Deficiencies,NH-03-010,3/6/03 0:00,4000,pfi0169nh_03_010.pdf,Robinson Terrace
169,1/28/05 0:00,Resident Rights,NH-05-061,11/16/05 0:00,1000,pfi0169nh_05_061.pdf,Robinson Terrace
169,3/25/05 0:00,Quality of Care,NH-06-016,6/16/06 0:00,1000,pfi0169nh_06_016.pdf,Robinson Terrace
517,,Multiple Deficiencies,NH-07-074,9/17/07 0:00,7500,pfi0517nh_07_074.pdf,"Rockville Skilled Nursing & Rehabilitation Center, LLC"
4772,1/29/01 0:00,Quality of Care,NH-02-056,8/7/02 0:00,2000,pfi4772nh_02_056.pdf,Rosa Coplon Jewish Home and Infirmary
3920,6/20/13 0:00,Multiple Deficiencies,NH-16-098,1/13/16 0:00,6000,pfi3920nh_16_098.pdf,Rosewood Rehabilitation and Nursing Center
3920,,Multiple Deficiencies,NH-17-012,1/16/17 0:00,12000,pfi3920nh_17_012.pdf,Rosewood Rehabilitation and Nursing Center
3920,11/19/07 0:00,Quality of Care,NH-08-052,8/20/08 0:00,2000,pfi3920nh_08_052.pdf,Rosewood Rehabilitation and Nursing Center
3920,5/30/13 0:00,Multiple Deficiencies,NH-15-023,9/1/15 0:00,6000,pfi3920nh_15_023.pdf,Rosewood Rehabilitation and Nursing Center
3920,8/26/13 0:00,Multiple Deficiencies,NH-16-060,1/13/16 0:00,6000,pfi3920nh_16_060.pdf,Rosewood Rehabilitation and Nursing Center
3920,12/14/12 0:00,Multiple Deficiencies,NH-17-013,1/16/17 0:00,6000,pfi3920nh_17_013.pdf,Rosewood Rehabilitation and Nursing Center
3920,11/15/13 0:00,Multiple Deficiencies,NH-16-001,1/4/16 0:00,6000,pfi3920nh_16_001.pdf,Rosewood Rehabilitation and Nursing Center
3920,1/2/15 0:00,Multiple Deficiencies,NH-16-068,1/13/16 0:00,6000,pfi3920nh_16_068.pdf,Rosewood Rehabilitation and Nursing Center
932,6/14/10 0:00,Quality of Care,NH-11-014,3/1/11 0:00,10000,pfi0932nh_11_014.pdf,Ross Center for Nursing and Rehabilitation
1316,4/6/02 0:00,Multiple Deficiencies,NH-06-035,11/7/06 0:00,4000,pfi1316nh_06_035.pdf,Rutland Nursing Home Co Inc
1316,2/16/11 0:00,Multiple Deficiencies,NH-12-017,3/19/12 0:00,22000,pfi1316nh_12_017.pdf,Rutland Nursing Home Co Inc
1316,9/1/11 0:00,Multiple Deficiencies,NH-13-015,4/30/13 0:00,4000,pfi1316nh_13_015.pdf,Rutland Nursing Home Co Inc
1316,,Multiple Deficiencies,NH-15-009,6/24/15 0:00,12000,pfi1316nh_15_009.pdf,Rutland Nursing Home Co Inc
1316,,Quality of Care,NH-04-006,3/3/04 0:00,6000,pfi1316nh_04_006.pdf,Rutland Nursing Home Co Inc
266,9/15/16 0:00,Quality of Care,NH-17-008,12/19/16 0:00,12000,pfi0266nh_17_008.pdf,"Safire Rehabilitation of Northtowns, LLC"
266,,Quality of Care,NH-05-006,2/24/05 0:00,6000,pfi0266nh_05_006.pdf,"Safire Rehabilitation of Northtowns, LLC"
266,5/14/03 0:00,Quality of Care,NH-05-010,3/1/05 0:00,4000,pfi0266nh_05_010.pdf,"Safire Rehabilitation of Northtowns, LLC"
3084,5/19/16 0:00,Multiple Deficiencies,NH-17-004,1/3/17 0:00,6000,pfi3084nh_17_004.pdf,"Safire Rehabilitation of Southtowns, LLC"
3084,2/20/02 0:00,Quality of Care,NH-02-109,12/10/02 0:00,2000,pfi3084nh_02_109.pdf,"Safire Rehabilitation of Southtowns, LLC"
3765,8/23/01 0:00,Quality of Care,NH-04-015,3/25/04 0:00,2000,pfi3765nh_04_015.pdf,Salem Hills Rehabilitation and Nursing Center
368,11/4/14 0:00,Multiple Deficiencies,NH-16-143,3/15/16 0:00,6000,pfi0368nh_16_143.pdf,Samaritan Keep Nursing Home Inc
368,10/29/09 0:00,Multiple Deficiencies,NH-10-044,10/13/10 0:00,4000,pfi0368nh_10_044.pdf,Samaritan Keep Nursing Home Inc
368,2/12/01 0:00,Quality of Care,NH-02-011,2/7/02 0:00,2000,pfi0368nh_02_011.pdf,Samaritan Keep Nursing Home Inc
9472,9/23/16 0:00,Quality of Care,NH-17-041,7/6/17 0:00,10000,pfi9472nh_17_041.pdf,"Samaritan Senior Village, Inc."
1106,2/11/11 0:00,Quality of Care,NH-12-015,3/16/12 0:00,10000,pfi1106nh_12_015.pdf,Sans Souci Rehabilitation and Nursing Center
1680,8/9/01 0:00,Multiple Deficiencies,NH-07-058,8/1/07 0:00,2000,pfi1680nh_07_058.pdf,"Sapphire Center for Rehabilitation and Nursing of Central Queens, LLC"
696,9/2/09 0:00,Multiple Deficiencies,NH-11-018,3/11/11 0:00,72000,pfi0696nh_11_018.pdf,Sapphire Nursing at Meadow Hill
191,11/8/01 0:00,Quality of Care,NH-04-009,4/27/04 0:00,2000,pfi0191nh_04_009.pdf,Sapphire Nursing at Wappingers
825,8/19/14 0:00,Multiple Deficiencies,NH-15-011,6/24/15 0:00,2000,pfi0825nh_15_011.pdf,Saratoga Center for Rehab and Skilled Nursing Care
4552,3/13/09 0:00,Quality of Care,NH-10-051,10/19/10 0:00,10000,pfi4552nh_10_051.pdf,Sayville Nursing and Rehabilitation Center
4552,4/9/10 0:00,Quality of Care,NH-11-019,4/4/11 0:00,10000,pfi4552nh_11_019.pdf,Sayville Nursing and Rehabilitation Center
1081,5/17/01 0:00,Multiple Deficiencies,NH-07-055,6/29/07 0:00,6500,pfi1081nh_07_055.pdf,Schaffer Extended Care Center
839,1/26/01 0:00,Quality of Care,NH-02-041,6/17/02 0:00,8000,pfi0839nh_02_041.pdf,Schenectady Center for Rehabilitation and Nursing
5670,5/29/02 0:00,Quality of Care,NH-06-026,8/28/06 0:00,2000,pfi5670nh_06_026.pdf,Schervier Pavilion
579,5/26/06 0:00,Quality of Care,NH-08-012,2/26/08 0:00,2000,pfi0579nh_08_012.pdf,Schoellkopf Health Center
1376,2/5/08 0:00,Quality of Care,NH-08-071,12/10/08 0:00,4000,pfi1376nh_08_071.pdf,Schulman and Schachne Institute for Nursing And Rehabilitation
1376,1/20/10 0:00,Multiple Deficiencies,NH-12-044,11/29/12 0:00,12000,pfi1376nh_12_044.pdf,Schulman and Schachne Institute for Nursing And Rehabilitation
859,5/11/07 0:00,Quality of Care,NH-07-089,11/19/07 0:00,2000,pfi0859nh_07_089.pdf,Schuyler Hospital Inc and Long Term Care Unit
859,2/27/04 0:00,Multiple Deficiencies,NH-05-003,1/3/05 0:00,3000,pfi0859nh_05_003.pdf,Schuyler Hospital Inc and Long Term Care Unit
1373,9/10/02 0:00,Quality of Care,NH-04-076,10/6/04 0:00,1000,pfi1373nh_04_076.pdf,Seagate Rehabilitation and Nursing Center
7734,8/30/01 0:00,Quality of Care,NH-02-074,9/27/02 0:00,1000,pfi7734nh_02_074.pdf,Seneca Hill Manor Inc
863,9/21/00 0:00,Quality of Care,NH-02-016,2/21/02 0:00,2000,pfi0863nh_02_016.pdf,"Seneca Nursing & Rehabilitation Center, LLC"
1399,2/15/10 0:00,Quality of Care,NH-12-029,5/30/12 0:00,10000,pfi1399nh_12_029.pdf,Shore View Nursing & Rehabilitation Center
1399,9/17/08 0:00,Quality of Care,NH-09-046,10/28/09 0:00,2000,pfi1399nh_09_046.pdf,Shore View Nursing & Rehabilitation Center
1753,6/6/16 0:00,Quality of Care,NH-16-189,8/30/16 0:00,2000,pfi1753nh_16_189.pdf,Silver Lake Specialized Rehabilitation and Care Center
4407,4/2/01 0:00,Multiple Deficiencies,NH-04-031,5/20/04 0:00,3000,pfi4407nh_04_031.pdf,Silvercrest
4407,4/2/01 0:00,Quality of Care,NH-04-083,10/26/04 0:00,2000,pfi4407nh_04_083.pdf,Silvercrest
1120,8/24/05 0:00,Quality of Care,NH-06-022,10/10/06 0:00,2000,pfi1120nh_06_022.pdf,"Sky View Rehabilitation and Health Care Center, LLC"
4217,9/18/14 0:00,Multiple Deficiencies,NH-16-082,1/13/16 0:00,6000,pfi4217nh_16_082.pdf,Slate Valley Center for Rehabilitation and Nursing
4217,11/12/13 0:00,Multiple Deficiencies,NH-16-087,1/13/16 0:00,6000,pfi4217nh_16_087.pdf,Slate Valley Center for Rehabilitation and Nursing
1159,2/9/01 0:00,Quality of Care,NH-02-076,9/27/02 0:00,2000,pfi1159nh_02_076.pdf,Soldiers and Sailors Memorial Hospital Extended Care Unit
1148,3/14/06 0:00,Quality of Care,NH-07-066,8/1/07 0:00,2000,pfi1148nh_07_066.pdf,Somers Manor Rehabilitation & Nursing Center
1148,3/24/10 0:00,Multiple Deficiencies,NH-12-032,6/22/12 0:00,14000,pfi1148nh_12_032.pdf,Somers Manor Rehabilitation & Nursing Center
1148,3/15/02 0:00,Quality of Care,NH-03-018,3/28/03 0:00,4000,pfi1148nh_03_018.pdf,Somers Manor Rehabilitation & Nursing Center
564,12/2/05 0:00,Other Services,NH-07-046,6/13/07 0:00,2000,pfi0564nh_07_046.pdf,South Point Plaza Nursing and Rehabilitation Center
564,12/7/10 0:00,Quality of Care,NH-11-065,12/16/11 0:00,10000,pfi0564nh_11_065.pdf,South Point Plaza Nursing and Rehabilitation Center
564,12/12/13 0:00,Multiple Deficiencies,NH-16-010,1/5/16 0:00,8000,pfi0564nh_16_010.pdf,South Point Plaza Nursing and Rehabilitation Center
564,11/16/04 0:00,Quality of Care,NH-05-050,9/29/05 0:00,7000,pfi0564nh_05_050.pdf,South Point Plaza Nursing and Rehabilitation Center
1243,12/5/05 0:00,Quality of Care,NH-07-024,3/19/07 0:00,6000,pfi1243nh_07_024.pdf,Split Rock Rehabilitation and Health Care Center
1400,11/20/02 0:00,Quality of Care,NH-05-038,8/1/05 0:00,2000,pfi1400nh_05_038.pdf,Spring Creek Rehabilitation & Nursing Care Center
1400,10/8/03 0:00,Resident Rights,NH-06-018,6/16/06 0:00,2000,pfi1400nh_06_018.pdf,Spring Creek Rehabilitation & Nursing Care Center
477,9/19/08 0:00,Quality of Care,NH-09-047,10/28/09 0:00,2000,pfi0477nh_09_047.pdf,St Anns Community
477,,Multiple Deficiencies,NH-03-001,1/6/03 0:00,8500,pfi0477nh_03_001.pdf,St Anns Community
476,6/17/02 0:00,Quality of Care,NH-03-004,1/6/03 0:00,2000,pfi0476nh_03_004.pdf,St Anns Community
476,,Quality of Care,NH-02-059,8/14/02 0:00,7000,pfi0476nh_02_059.pdf,St Anns Community
655,7/24/12 0:00,Quality of Care,NH-16-032,1/4/16 0:00,2000,pfi0655nh_16_032.pdf,St Camillus Residential Health Care Facility
655,8/24/06 0:00,Quality of Care,NH-08-049,8/8/08 0:00,1000,pfi0655nh_08_049.pdf,St Camillus Residential Health Care Facility
655,7/31/08 0:00,Quality of Care,NH-09-036,9/9/09 0:00,10000,pfi0655nh_09_036.pdf,St Camillus Residential Health Care Facility
655,1/7/14 0:00,Quality of Care,NH-16-022,1/5/16 0:00,2000,pfi0655nh_16_022.pdf,St Camillus Residential Health Care Facility
655,10/14/16 0:00,Multiple Deficiencies,NH-17-017,2/21/17 0:00,4000,pfi0655nh_17_017.pdf,St Camillus Residential Health Care Facility
655,6/10/11 0:00,Multiple Deficiencies,NH-13-005,2/13/13 0:00,6000,pfi0655nh_13_005.pdf,St Camillus Residential Health Care Facility
655,5/16/02 0:00,Quality of Care,NH-02-096,11/1/02 0:00,4000,pfi0655nh_02_096.pdf,St Camillus Residential Health Care Facility
655,7/31/01 0:00,Quality of Care,NH-02-072,9/18/02 0:00,4000,pfi0655nh_02_072.pdf,St Camillus Residential Health Care Facility
655,,Quality of Care,NH-05-047,9/23/05 0:00,3000,pfi0655nh_05_047.pdf,St Camillus Residential Health Care Facility
252,4/17/09 0:00,Multiple Deficiencies,NH-10-023,6/16/10 0:00,4000,pfi0252nh_10_023.pdf,St Catherine Laboure Health Care Center
